,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
2936,20180330SKHH0,20180330,HH,SK,0,B,36,34,3,4,9,1,0,1,0,3,0,0,2,0,0,9,0,1,5,0.1,10,1
2937,20180330SKHH0,20180330,SK,HH,0,T,39,33,7,8,6,0,0,2,0,0,0,0,6,0,0,15,0,0,4,0.375,8,3
2938,20180330WOSS0,20180330,SS,WO,0,B,57,51,8,8,14,1,1,3,1,0,1,0,4,1,1,12,0,0,13,0.23076923100000002,13,3
2939,20180330WOSS0,20180330,WO,SS,0,T,62,51,10,10,19,1,0,2,2,1,2,1,6,1,2,15,0,2,16,0.3125,16,5
2940,20180331HTLG0,20180331,LG,HT,0,B,35,33,6,6,9,3,0,2,0,0,0,1,1,0,0,5,0,0,5,0.333333333,6,2
2941,20180331HTLG0,20180331,HT,LG,0,T,35,31,4,4,6,2,1,0,0,0,0,1,3,0,0,4,1,1,4,0.111111111,9,1
2942,20180331NCLT0,20180331,LT,NC,0,B,38,30,5,5,9,2,0,0,0,1,1,2,5,0,0,4,2,0,6,0.333333333,6,2
2943,20180331NCLT0,20180331,NC,LT,0,T,45,39,10,10,14,2,1,1,0,0,0,0,5,1,1,4,0,0,8,0.666666667,9,6
2944,20180331OBKT0,20180331,KT,OB,0,B,55,47,17,20,22,4,0,3,1,0,1,0,7,0,0,6,0,0,11,0.42105263200000004,19,8
2945,20180331OBKT0,20180331,OB,KT,0,T,42,38,8,8,13,1,2,1,0,0,0,1,2,0,1,9,1,2,7,0.571428571,7,4
2946,20180331SKHH0,20180331,HH,SK,0,B,37,33,1,1,8,1,1,1,0,0,0,0,3,0,1,10,2,1,9,0.0,8,0
2947,20180331SKHH0,20180331,SK,HH,0,T,45,38,11,12,13,2,0,3,0,0,0,0,5,1,2,7,3,0,6,0.5,10,5
2948,20180331WOSS0,20180331,SS,WO,0,B,35,32,2,2,7,0,0,0,0,0,0,1,2,0,0,8,1,0,6,0.2,5,1
2949,20180331WOSS0,20180331,WO,SS,0,T,41,33,4,4,9,5,0,1,0,0,2,0,4,0,2,10,1,0,10,0.214285714,14,3
2950,20180401HTLG0,20180401,LG,HT,0,B,40,34,6,6,10,1,0,1,0,0,1,0,5,1,0,3,0,0,8,0.375,8,3
2951,20180401HTLG0,20180401,HT,LG,0,T,39,33,5,5,9,0,0,2,0,1,1,0,4,0,1,2,1,0,7,0.28571428600000004,7,2
2952,20180401NCLT0,20180401,LT,NC,0,B,36,33,3,3,10,2,1,0,0,0,0,0,3,0,0,5,1,0,9,0.3,10,3
2953,20180401NCLT0,20180401,NC,LT,0,T,36,33,2,2,7,1,0,0,1,0,0,1,2,0,0,6,0,1,7,0.125,8,1
2954,20180401OBKT0,20180401,KT,OB,0,B,40,34,9,9,13,0,1,4,1,1,0,1,5,0,0,7,1,0,7,0.571428571,7,4
2955,20180401OBKT0,20180401,OB,KT,0,T,40,34,4,4,10,0,1,1,1,0,2,1,3,0,0,10,0,0,9,0.0,9,0
2956,20180401SKHH0,20180401,HH,SK,0,B,31,31,1,1,4,0,0,1,0,0,0,0,0,0,0,10,0,1,3,0.0,1,0
2957,20180401SKHH0,20180401,SK,HH,0,T,49,42,13,13,15,3,0,6,1,0,0,1,6,0,0,5,0,0,9,0.333333333,12,4
2958,20180401WOSS0,20180401,SS,WO,0,B,43,36,5,6,14,3,0,1,2,1,1,1,3,0,2,9,0,2,13,0.14285714300000002,14,2
2959,20180401WOSS0,20180401,WO,SS,0,T,42,35,5,5,9,1,0,2,3,1,1,0,5,0,1,6,0,0,10,0.1,10,1
2960,20180403HTSK0,20180403,SK,HT,0,B,43,37,13,13,14,1,1,6,0,1,0,0,3,0,3,7,0,1,6,0.444444444,9,4
2961,20180403HTSK0,20180403,HT,SK,0,T,35,31,3,3,5,2,0,2,0,0,0,1,2,0,1,7,0,0,5,0.0,3,0
2962,20180403KTWO0,20180403,WO,KT,0,B,34,30,0,1,6,0,0,0,0,2,0,0,3,0,1,7,1,1,6,0.125,8,1
2963,20180403KTWO0,20180403,KT,WO,0,T,42,38,7,7,11,2,0,1,0,0,1,0,2,0,1,9,0,0,8,0.41666666700000005,12,5
2964,20180403LGOB0,20180403,OB,LG,0,B,47,42,5,5,12,3,0,1,2,0,2,0,2,1,1,10,0,0,11,0.3,10,3
2965,20180403LGOB0,20180403,LG,OB,0,T,55,44,4,4,16,1,0,2,1,1,3,0,7,1,1,11,1,1,18,0.133333333,15,2
2966,20180403LTHH0,20180403,HH,LT,0,B,46,33,14,17,11,3,0,2,2,0,1,3,8,1,1,5,0,2,5,0.5,12,6
2967,20180403LTHH0,20180403,LT,HH,0,T,48,42,10,11,15,3,0,1,0,0,0,0,5,0,1,11,1,2,10,0.4375,16,7
2968,20180403SSNC0,20180403,NC,SS,0,B,35,34,4,4,8,2,1,1,0,0,0,0,1,0,0,8,1,2,4,0.222222222,9,2
2969,20180403SSNC0,20180403,SS,NC,0,T,46,40,3,3,11,2,1,0,0,0,0,0,5,0,1,12,1,0,13,0.176470588,17,3
2970,20180404HTSK0,20180404,SK,HT,0,B,40,35,5,6,7,1,0,1,0,0,1,0,4,1,0,11,1,1,4,0.375,8,3
2971,20180404HTSK0,20180404,HT,SK,0,T,49,44,9,9,19,3,0,3,0,1,2,1,0,0,2,4,2,0,10,0.25,20,5
2972,20180404KTWO0,20180404,WO,KT,0,B,39,36,9,10,12,2,0,5,1,0,0,0,3,0,0,8,0,0,5,0.4,5,2
2973,20180404KTWO0,20180404,KT,WO,0,T,33,32,2,2,5,3,0,1,0,0,0,0,1,0,0,6,0,0,4,0.166666667,6,1
2974,20180404LGOB0,20180404,OB,LG,0,B,40,32,6,6,10,1,1,2,3,0,0,1,6,0,1,4,0,0,10,0.166666667,12,2
2975,20180404LGOB0,20180404,LG,OB,0,T,39,37,3,3,12,0,0,0,1,0,1,0,1,0,0,6,1,0,9,0.428571429,7,3
2976,20180404LTHH0,20180404,HH,LT,0,B,39,31,5,7,10,2,1,0,0,1,0,0,6,0,2,10,3,1,8,0.3,10,3
2977,20180404LTHH0,20180404,LT,HH,0,T,42,37,6,6,12,1,0,2,0,1,0,1,2,0,2,8,0,1,9,0.375,8,3
2978,20180404SSNC0,20180404,NC,SS,0,B,34,31,4,4,9,3,0,2,1,0,0,0,3,0,0,8,1,0,6,0.333333333,6,2
2979,20180404SSNC0,20180404,SS,NC,0,T,36,31,1,1,4,0,0,0,0,0,1,0,4,0,0,9,0,0,8,0.125,8,1
2980,20180405KTWO0,20180405,WO,KT,0,B,40,33,4,4,7,0,0,1,0,0,1,1,5,1,0,9,0,0,8,1.0,2,2
2981,20180405KTWO0,20180405,KT,WO,0,T,37,34,3,3,6,2,0,1,0,0,1,0,2,0,0,8,0,0,4,0.14285714300000002,7,1
2982,20180405SSNC0,20180405,NC,SS,0,B,36,35,1,1,7,1,0,1,1,0,0,0,1,0,0,11,0,1,8,0.0,7,0
2983,20180405SSNC0,20180405,SS,NC,0,T,39,37,3,4,13,2,0,0,1,1,1,0,1,0,0,5,2,1,8,0.25,16,4
2984,20180406LGLT0,20180406,LT,LG,0,B,38,32,6,6,9,2,0,1,0,1,0,1,2,0,3,12,2,0,5,0.333333333,6,2
2985,20180406LGLT0,20180406,LG,LT,0,T,50,40,13,14,14,3,0,5,0,0,0,1,8,0,1,4,0,1,9,0.23076923100000002,13,3
2986,20180406WOHT0,20180406,HT,WO,0,B,48,40,11,11,16,3,0,1,0,0,0,1,6,0,1,9,0,1,13,0.352941176,17,6
2987,20180406WOHT0,20180406,WO,HT,0,T,39,39,5,5,13,1,0,1,1,1,0,0,0,0,0,13,0,0,7,0.363636364,11,4
2988,20180407HHKT0,20180407,KT,HH,0,B,42,31,9,10,10,4,0,0,1,1,0,0,10,0,1,9,2,1,8,0.454545455,11,5
2989,20180407HHKT0,20180407,HH,KT,0,T,36,35,1,2,8,2,1,0,1,0,0,0,1,0,0,10,1,1,7,0.222222222,9,2
2990,20180407LGLT0,20180407,LT,LG,0,B,43,33,7,7,13,1,0,2,0,1,1,2,5,0,2,5,0,0,12,0.28571428600000004,7,2
2991,20180407LGLT0,20180407,LG,LT,0,T,37,32,2,2,9,1,0,1,0,1,0,0,4,0,1,11,3,0,8,0.14285714300000002,7,1
2992,20180407NCOB0,20180407,OB,NC,0,B,41,30,6,6,7,1,0,1,2,0,2,0,8,0,1,7,0,1,11,0.272727273,11,3
2993,20180407NCOB0,20180407,NC,OB,0,T,38,36,3,3,8,2,1,1,1,0,0,0,2,0,0,11,0,1,8,0.222222222,9,2
2994,20180407SSSK0,20180407,SK,SS,0,B,46,40,4,4,7,1,0,2,1,0,1,0,5,0,0,12,1,3,7,0.0,6,0
2995,20180407SSSK0,20180407,SS,SK,0,T,48,44,3,3,9,2,0,0,1,0,2,1,1,1,0,12,0,1,9,0.214285714,14,3
2996,20180407WOHT0,20180407,HT,WO,0,B,34,30,5,5,9,1,0,1,0,1,1,0,3,1,0,6,2,0,5,0.428571429,7,3
2997,20180407WOHT0,20180407,WO,HT,0,T,38,35,1,1,10,1,0,0,0,0,0,0,3,1,0,6,1,1,10,0.333333333,6,2
2998,20180408HHKT0,20180408,KT,HH,0,B,47,40,8,8,10,1,0,2,1,0,0,0,7,0,0,6,0,2,9,0.3,10,3
2999,20180408HHKT0,20180408,HH,KT,0,T,49,41,10,12,14,2,0,1,2,1,0,1,7,1,0,12,1,0,7,0.4,10,4
3000,20180408LGLT0,20180408,LT,LG,0,B,38,37,2,2,7,2,0,1,1,0,0,0,1,0,0,9,1,1,9,0.111111111,9,1
3001,20180408LGLT0,20180408,LG,LT,0,T,36,30,4,4,7,2,0,0,0,1,2,0,4,0,0,6,1,4,5,0.375,8,3
3002,20180408NCOB0,20180408,OB,NC,0,B,52,38,9,11,14,4,0,0,1,0,1,1,12,2,0,9,0,0,16,0.3,20,6
3003,20180408NCOB0,20180408,NC,OB,0,T,43,37,10,10,13,2,0,1,1,0,1,1,3,0,1,11,1,2,6,0.454545455,11,5
3004,20180408SSSK0,20180408,SK,SS,0,B,39,35,4,4,10,1,0,0,0,0,0,0,4,0,0,4,1,2,8,0.384615385,13,5
3005,20180408SSSK0,20180408,SS,SK,0,T,47,38,12,12,11,3,0,3,1,0,0,1,8,0,0,6,1,0,8,0.41666666700000005,12,5
3006,20180408WOHT0,20180408,HT,WO,0,B,31,31,4,4,9,1,0,2,0,1,0,0,0,0,0,7,1,0,3,0.333333333,6,2
3007,20180408WOHT0,20180408,WO,HT,0,T,42,38,3,3,13,2,1,1,0,0,1,1,2,1,0,6,0,0,12,0.076923077,13,1
3008,20180410HTHH0,20180410,HH,HT,0,B,36,30,4,4,7,0,0,2,1,0,0,0,4,0,2,8,0,0,8,0.0,5,0
3009,20180410HTHH0,20180410,HT,HH,0,T,34,33,3,3,8,1,1,0,0,0,0,0,1,0,0,4,2,0,4,0.333333333,6,2
3010,20180410KTNC0,20180410,NC,KT,0,B,36,33,3,4,5,0,0,1,2,0,0,0,2,0,1,10,0,1,5,0.28571428600000004,7,2
3011,20180410KTNC0,20180410,KT,NC,0,T,35,34,5,5,8,0,0,2,1,0,0,0,1,0,0,7,1,1,3,1.0,2,2
3012,20180410OBSS0,20180410,SS,OB,0,B,32,31,1,1,4,2,0,1,0,0,0,0,1,0,0,11,0,2,4,0.0,4,0
3013,20180410OBSS0,20180410,OB,SS,0,T,42,38,6,8,12,3,0,1,1,0,2,0,1,0,1,7,1,0,7,0.454545455,11,5
3014,20180410SKLG0,20180410,LG,SK,0,B,36,32,1,1,6,1,0,0,1,0,0,0,3,0,1,13,1,1,8,0.2,10,2
3015,20180410SKLG0,20180410,SK,LG,0,T,43,37,4,4,12,2,0,1,1,1,0,1,3,0,2,9,1,1,12,0.2,10,2
3016,20180410WOLT0,20180410,LT,WO,0,B,38,34,4,4,11,3,0,2,0,0,0,0,3,0,1,5,0,0,10,0.181818182,11,2
3017,20180410WOLT0,20180410,WO,LT,0,T,38,29,3,3,6,2,0,1,1,1,2,0,7,0,0,11,0,1,8,0.181818182,11,2
3018,20180411HTHH0,20180411,HH,HT,0,B,37,31,6,6,11,1,0,0,2,1,0,1,3,0,2,3,0,1,7,0.41666666700000005,12,5
3019,20180411HTHH0,20180411,HT,HH,0,T,37,33,4,4,7,0,0,1,1,0,1,0,3,0,0,10,1,1,6,0.222222222,9,2
3020,20180411KTNC0,20180411,NC,KT,0,B,34,31,4,4,7,1,0,3,1,1,1,0,1,0,1,10,1,3,3,0.0,4,0
3021,20180411KTNC0,20180411,KT,NC,0,T,51,47,11,12,21,4,1,2,4,2,0,0,4,0,0,7,2,0,12,0.363636364,22,8
3022,20180411OBSS0,20180411,SS,OB,0,B,43,41,6,6,14,2,1,2,0,0,0,0,0,0,2,8,0,1,10,0.3,10,3
3023,20180411OBSS0,20180411,OB,SS,0,T,44,38,7,7,10,4,0,1,2,0,0,0,5,0,1,10,1,0,10,0.307692308,13,4
3024,20180411SKLG0,20180411,LG,SK,0,B,30,29,2,3,7,1,0,2,0,0,0,0,1,0,0,5,2,0,3,0.0,5,0
3025,20180411SKLG0,20180411,SK,LG,0,T,28,26,0,0,3,0,0,0,0,1,0,0,1,0,1,6,3,0,1,0.0,0,0
3026,20180411WOLT0,20180411,LT,WO,0,B,45,38,12,12,17,4,0,0,1,0,0,2,4,0,1,7,1,0,9,0.55,20,11
3027,20180411WOLT0,20180411,WO,LT,0,T,30,29,0,0,2,1,0,0,0,0,0,0,1,0,0,11,0,0,3,0.0,3,0
3028,20180412HTHH0,20180412,HH,HT,0,B,44,40,15,15,17,6,0,2,0,0,0,0,3,0,1,7,1,0,5,0.5,18,9
3029,20180412HTHH0,20180412,HT,HH,0,T,37,34,4,4,7,0,0,2,1,0,0,0,3,0,0,11,0,1,6,0.125,8,1
3030,20180412KTNC0,20180412,NC,KT,0,B,35,33,2,2,6,1,0,1,0,0,0,0,2,0,0,8,2,1,6,0.2,5,1
3031,20180412KTNC0,20180412,KT,NC,0,T,43,40,7,7,13,2,0,4,2,0,0,0,2,0,1,7,0,2,9,0.181818182,11,2
3032,20180412OBSS0,20180412,SS,OB,0,B,38,33,2,3,7,0,1,0,0,0,0,0,3,0,2,5,1,0,8,0.2,5,1
3033,20180412OBSS0,20180412,OB,SS,0,T,43,42,9,9,17,3,0,6,0,1,0,0,1,0,0,6,1,0,7,0.5,8,4
3034,20180412SKLG0,20180412,LG,SK,0,B,37,34,3,5,9,1,0,0,1,0,0,0,2,0,1,7,1,1,6,0.333333333,9,3
3035,20180412SKLG0,20180412,SK,LG,0,T,36,33,4,4,7,3,0,0,2,0,1,0,1,1,1,10,1,2,5,0.25,12,3
3036,20180412WOLT0,20180412,LT,WO,0,B,39,36,3,3,9,1,0,0,0,0,0,0,3,0,0,9,0,0,9,0.181818182,11,2
3037,20180412WOLT0,20180412,WO,LT,0,T,40,36,5,5,9,1,0,1,0,0,0,0,4,0,0,12,0,0,8,0.375,8,3
3038,20180413KTLG0,20180413,LG,KT,0,B,30,27,3,3,3,0,0,1,0,1,1,0,1,0,1,6,0,0,3,0.25,4,1
3039,20180413KTLG0,20180413,KT,LG,0,T,36,32,1,1,5,0,0,1,1,0,0,0,4,0,0,6,0,0,8,0.0,5,0
3040,20180413LTHT0,20180413,HT,LT,0,B,36,28,4,4,4,1,0,1,2,0,5,0,3,0,0,10,0,0,5,0.0,6,0
3041,20180413LTHT0,20180413,LT,HT,0,T,44,38,8,8,11,4,0,1,1,0,1,0,5,0,0,11,0,2,9,0.46153846200000004,13,6
3042,20180413NCSK0,20180413,SK,NC,0,B,38,31,4,4,10,2,0,1,1,1,1,0,5,0,1,7,1,2,10,0.333333333,9,3
3043,20180413NCSK0,20180413,NC,SK,0,T,36,35,2,2,7,1,0,0,3,0,0,0,0,0,1,11,0,0,7,0.375,8,3
3044,20180413OBWO0,20180413,WO,OB,0,B,30,29,0,0,2,0,0,0,0,0,0,0,1,0,0,10,0,1,3,0.0,1,0
3045,20180413OBWO0,20180413,OB,WO,0,T,47,38,11,12,12,1,1,0,0,0,0,0,8,0,1,4,2,0,8,0.31578947399999996,19,6
3046,20180413SSHH0,20180413,HH,SS,0,B,35,32,2,2,5,1,0,0,0,0,0,0,3,0,0,6,0,3,6,0.25,8,2
3047,20180413SSHH0,20180413,SS,HH,0,T,42,39,4,4,11,1,0,0,1,0,0,1,2,0,0,8,0,0,11,0.384615385,13,5
3048,20180414KTLG0,20180414,LG,KT,0,B,37,36,8,8,13,6,0,2,0,0,0,0,1,0,0,9,1,0,5,0.41666666700000005,12,5
3049,20180414KTLG0,20180414,KT,LG,0,T,33,30,0,0,6,3,0,0,0,1,0,0,3,0,0,9,2,2,6,0.0,9,0
3050,20180414NCSK0,20180414,SK,NC,0,B,39,36,7,7,12,1,0,3,0,0,0,0,3,0,0,10,0,0,8,0.28571428600000004,7,2
3051,20180414NCSK0,20180414,NC,SK,0,T,32,30,0,0,3,0,0,0,0,0,0,0,1,0,1,10,1,0,5,0.0,3,0
3052,20180414OBWO0,20180414,WO,OB,0,B,37,34,7,7,10,3,0,2,0,0,0,0,2,0,1,7,0,0,6,0.28571428600000004,7,2
3053,20180414OBWO0,20180414,OB,WO,0,T,36,36,6,6,9,2,0,2,0,0,0,0,0,0,0,7,0,0,3,0.333333333,6,2
3054,20180414SSHH0,20180414,HH,SS,0,B,45,42,14,14,17,3,0,4,0,0,0,0,2,0,1,7,0,0,7,0.46666666700000003,15,7
3055,20180414SSHH0,20180414,SS,HH,0,T,39,33,2,2,6,1,0,1,1,0,0,0,5,0,1,9,0,1,10,0.0,10,0
3056,20180415KTLG0,20180415,LG,KT,0,B,42,36,10,11,16,4,0,1,0,0,0,2,4,0,0,5,3,0,7,0.5,12,6
3057,20180415KTLG0,20180415,KT,LG,0,T,44,38,8,8,13,5,0,0,0,0,0,0,5,0,1,3,2,1,9,0.333333333,15,5
3058,20180415NCSK0,20180415,SK,NC,0,B,34,31,3,3,12,0,0,0,0,0,2,0,1,0,0,3,1,0,7,0.5,6,3
3059,20180415NCSK0,20180415,NC,SK,0,T,39,35,1,2,12,1,0,0,0,2,0,0,4,0,0,7,2,0,10,0.2,5,1
3060,20180415OBWO0,20180415,WO,OB,0,B,38,31,2,2,4,1,0,0,0,0,0,0,5,0,2,12,0,0,9,0.2,5,1
3061,20180415OBWO0,20180415,OB,WO,0,T,38,32,3,3,8,4,0,0,1,2,1,0,5,0,0,8,0,0,8,0.153846154,13,2
3062,20180415SSHH0,20180415,HH,SS,0,B,40,32,6,7,10,0,0,0,1,1,0,1,6,0,1,4,1,0,9,0.26666666699999997,15,4
3063,20180415SSHH0,20180415,SS,HH,0,T,37,34,4,4,11,2,0,1,0,0,1,0,2,0,0,2,2,1,6,0.2,10,2
3064,20180417HHOB0,20180417,OB,HH,0,B,33,32,2,2,7,2,0,0,0,0,0,0,1,0,0,9,1,0,4,0.14285714300000002,7,1
3065,20180417HHOB0,20180417,HH,OB,0,T,39,35,5,5,12,3,0,2,0,3,0,1,3,0,0,9,0,0,7,0.25,4,1
3066,20180417LGHT0,20180417,HT,LG,0,B,41,35,5,5,11,1,0,0,2,0,0,0,6,1,0,6,1,2,12,0.307692308,13,4
3067,20180417LGHT0,20180417,LG,HT,0,T,42,35,4,4,8,1,0,1,1,0,0,1,5,0,1,9,0,1,11,0.166666667,12,2
3068,20180417NCWO0,20180417,WO,NC,0,B,46,41,2,2,8,2,0,0,0,0,0,0,5,1,0,11,0,0,11,0.166666667,12,2
3069,20180417NCWO0,20180417,NC,WO,0,T,41,38,3,3,9,1,0,1,0,1,1,0,2,0,0,9,2,0,5,0.166666667,6,1
3070,20180417SKKT0,20180417,KT,SK,0,B,40,35,5,5,11,1,0,0,0,1,0,0,5,0,0,6,0,1,8,0.333333333,12,4
3071,20180417SKKT0,20180417,SK,KT,0,T,48,42,9,9,17,5,0,4,5,0,1,0,3,0,2,12,1,1,12,0.3125,16,5
3072,20180417SSLT0,20180417,LT,SS,0,B,43,38,6,6,11,3,0,2,0,0,0,0,4,0,1,9,1,0,10,0.14285714300000002,14,2
3073,20180417SSLT0,20180417,SS,LT,0,T,48,40,8,11,13,3,0,1,3,0,1,0,7,0,0,11,1,2,10,0.25,16,4
3074,20180418HHOB0,20180418,OB,HH,0,B,38,32,4,5,7,2,0,0,1,0,0,0,6,0,0,12,0,0,9,0.222222222,9,2
3075,20180418HHOB0,20180418,HH,OB,0,T,43,37,4,4,13,2,0,1,1,0,0,0,4,0,2,12,1,1,12,0.25,12,3
3076,20180418LGHT0,20180418,HT,LG,0,B,37,31,4,4,8,1,0,0,1,0,1,0,3,1,2,4,0,1,9,0.23076923100000002,13,3
3077,20180418LGHT0,20180418,LG,HT,0,T,40,36,2,3,10,2,0,0,1,0,1,0,3,0,0,6,1,0,10,0.071428571,14,1
3078,20180418NCWO0,20180418,WO,NC,0,B,30,29,0,0,2,0,0,0,0,0,0,0,1,0,0,9,0,0,3,0.0,1,0
3079,20180418NCWO0,20180418,NC,WO,0,T,29,28,1,1,2,1,0,0,0,0,1,0,0,0,0,8,0,0,1,0.5,2,1
3080,20180418SKKT0,20180418,KT,SK,0,B,35,32,2,3,9,2,0,0,0,0,0,0,3,0,0,7,4,1,5,0.25,8,2
3081,20180418SKKT0,20180418,SK,KT,0,T,41,38,8,8,13,3,0,4,0,0,0,0,3,0,0,6,2,0,6,0.375,8,3
3082,20180418SSLT0,20180418,LT,SS,0,B,49,45,9,9,13,2,0,4,0,1,0,0,4,0,0,12,1,1,6,0.3,10,3
3083,20180418SSLT0,20180418,SS,LT,0,T,52,45,7,7,15,3,0,3,1,1,1,0,5,0,1,17,2,0,9,0.2,15,3
3084,20180419HHOB0,20180419,OB,HH,0,B,38,34,5,5,11,1,0,0,0,0,0,1,3,0,0,8,0,0,9,0.4,10,4
3085,20180419HHOB0,20180419,HH,OB,0,T,36,33,2,2,7,2,0,0,1,1,0,0,3,0,0,10,0,0,7,0.111111111,9,1
3086,20180419LGHT0,20180419,HT,LG,0,B,38,36,8,8,12,5,0,2,0,1,0,0,1,0,1,3,0,1,6,0.25,12,3
3087,20180419LGHT0,20180419,LG,HT,0,T,36,35,4,4,8,0,0,1,0,0,0,0,1,0,0,7,0,0,5,0.5,6,3
3088,20180419NCWO0,20180419,WO,NC,0,B,38,34,6,6,11,1,0,1,1,0,0,0,4,0,0,10,1,0,8,0.272727273,11,3
3089,20180419NCWO0,20180419,NC,WO,0,T,34,30,3,3,6,0,0,1,1,0,0,0,4,0,0,9,3,1,4,0.25,4,1
3090,20180419SKKT0,20180419,KT,SK,0,B,43,39,5,5,13,2,0,2,3,1,0,0,4,1,0,8,0,0,11,0.25,12,3
3091,20180419SKKT0,20180419,SK,KT,0,T,38,35,6,6,7,0,0,2,1,0,1,0,1,0,1,12,0,0,5,0.4,5,2
3092,20180419SSLT0,20180419,LT,SS,0,B,35,32,0,0,8,1,0,0,0,0,0,0,3,0,0,7,1,3,8,0.0,8,0
3093,20180419SSLT0,20180419,SS,LT,0,T,46,35,5,6,13,5,0,0,2,1,1,1,7,0,2,6,4,0,13,0.21052631600000002,19,4
3094,20180420HTOB0,20180420,OB,HT,0,B,37,32,6,6,10,2,1,1,1,1,0,0,4,0,1,8,1,1,7,0.333333333,9,3
3095,20180420HTOB0,20180420,HT,OB,0,T,37,32,4,4,7,1,0,1,0,0,0,0,5,0,0,5,3,0,6,0.25,8,2
3096,20180420KTSS0,20180420,SS,KT,0,B,36,36,2,4,11,1,0,2,0,0,0,0,0,0,0,6,2,1,5,0.272727273,11,3
3097,20180420KTSS0,20180420,KT,SS,0,T,44,39,4,5,12,1,0,1,1,0,0,0,4,0,1,4,0,0,12,0.166666667,12,2
3098,20180420LGNC0,20180420,NC,LG,0,B,36,34,3,4,8,1,0,1,0,0,0,0,2,0,0,3,2,0,5,0.166666667,6,1
3099,20180420LGNC0,20180420,LG,NC,0,T,41,39,8,9,14,5,0,3,0,0,0,0,2,0,0,6,1,2,5,0.41666666700000005,12,5
3100,20180420SKLT0,20180420,LT,SK,0,B,41,34,10,10,12,3,0,2,0,0,0,0,6,0,1,8,2,0,7,0.5,12,6
3101,20180420SKLT0,20180420,SK,LT,0,T,41,33,4,5,7,4,0,1,1,1,0,0,8,0,0,11,0,0,9,0.222222222,9,2
3102,20180420WOHH0,20180420,HH,WO,0,B,36,35,1,1,8,3,0,0,0,0,0,0,0,0,1,5,0,1,8,0.14285714300000002,7,1
3103,20180420WOHH0,20180420,WO,HH,0,T,42,37,6,6,13,2,1,2,0,0,0,0,4,0,1,7,2,0,9,0.222222222,9,2
3104,20180421HTOB0,20180421,OB,HT,0,B,40,34,10,10,13,4,0,2,0,0,0,2,3,0,1,7,0,1,6,0.333333333,9,3
3105,20180421HTOB0,20180421,HT,OB,0,T,37,32,4,5,9,2,0,1,0,1,0,0,5,0,0,6,2,0,5,0.28571428600000004,7,2
3106,20180421KTSS0,20180421,SS,KT,0,B,38,30,4,4,9,2,0,1,1,0,1,0,7,0,0,4,2,1,10,0.222222222,9,2
3107,20180421KTSS0,20180421,KT,SS,0,T,34,33,1,1,7,2,0,0,2,0,0,0,1,0,0,7,1,0,6,0.14285714300000002,7,1
3108,20180421LGNC0,20180421,NC,LG,0,B,38,33,3,3,5,1,0,2,1,0,0,0,3,0,2,10,0,0,8,0.0,7,0
3109,20180421LGNC0,20180421,LG,NC,0,T,43,38,5,6,12,2,0,1,0,0,1,0,3,0,1,11,0,1,10,0.4,10,4
3110,20180421SKLT0,20180421,LT,SK,0,B,34,32,4,4,8,0,0,2,0,0,0,0,2,0,0,10,1,1,5,0.5,2,1
3111,20180421SKLT0,20180421,SK,LT,0,T,39,36,3,3,9,2,0,1,0,0,0,0,3,0,0,8,0,0,9,0.166666667,6,1
3112,20180421WOHH0,20180421,HH,WO,0,B,35,33,3,3,8,2,0,1,1,0,0,0,2,0,0,4,2,0,5,0.333333333,6,2
3113,20180421WOHH0,20180421,WO,HH,0,T,39,34,4,4,9,1,0,0,1,0,0,1,4,0,0,8,1,0,8,0.375,8,3
3114,20180422HTOB0,20180422,OB,HT,0,B,39,37,4,4,10,3,1,0,0,0,0,0,2,0,0,7,0,2,8,0.3,10,3
3115,20180422HTOB0,20180422,HT,OB,0,T,52,47,14,14,22,8,0,3,0,0,0,1,3,0,1,4,2,2,11,0.375,16,6
3116,20180422KTSS0,20180422,SS,KT,0,B,39,34,3,4,8,2,0,0,3,1,0,0,5,0,0,8,1,1,8,0.2,10,2
3117,20180422KTSS0,20180422,KT,SS,0,T,39,37,5,6,11,5,0,2,1,2,0,0,1,0,1,12,0,2,6,0.181818182,11,2
3118,20180422LGNC0,20180422,NC,LG,0,B,41,37,4,4,13,0,0,1,0,0,1,0,3,0,0,4,1,1,10,0.166666667,12,2
3119,20180422LGNC0,20180422,LG,NC,0,T,39,34,4,5,9,0,0,3,1,0,0,0,5,0,0,6,2,0,7,0.2,5,1
3120,20180422SKLT0,20180422,LT,SK,0,B,37,35,4,4,9,2,0,0,2,0,0,0,2,0,0,9,1,0,6,0.41666666700000005,12,5
3121,20180422SKLT0,20180422,SK,LT,0,T,47,37,10,10,13,5,0,2,0,0,1,0,9,0,0,7,3,0,10,0.35714285700000004,14,5
3122,20180422WOHH0,20180422,HH,WO,0,B,30,30,0,1,5,1,0,0,1,0,0,0,0,0,0,8,2,0,2,0.25,4,1
3123,20180422WOHH0,20180422,WO,HH,0,T,45,42,10,10,15,3,0,2,0,0,0,0,3,0,0,7,0,0,8,0.5555555560000001,9,5
